AuditID,AuditDate,PlantLocation,Department,Auditor,AuditType,FindingType,Severity,Status,DaysToClose
AUD-018043,2024-02-10,Suzhou Plant,Quality,Earl Dunn,Supplier Audit,Calibration,Major,Closed,24.0
AUD-018044,2024-10-07,Shanghai Plant,Manufacturing,Ashley Johns,Supplier Audit,Process Deviation,Minor,Closed,9.0
AUD-018045,2024-05-27,Houston Plant,Maintenance,William Beck,Safety Audit,Documentation,Minor,Closed,6.0
AUD-018046,2023-05-05,Houston Plant,Warehouse,Amy Cole MD,Safety Audit,Calibration,Minor,Closed,10.0
AUD-018047,2023-10-15,Monterrey Plant,Maintenance,Paul Brewer,Supplier Audit,Training,Critical,Closed,66.0
AUD-018048,2025-06-29,Shanghai Plant,Manufacturing,Mrs. Sarah Gutierrez,Process Audit,Calibration,Major,Closed,34.0
AUD-018049,2024-07-28,Suzhou Plant,HR,Mark Park,Internal Audit,Calibration,Critical,In Progress,
AUD-018050,2023-01-08,Pune Plant,HR,Ashley Smith,Supplier Audit,Calibration,Minor,Closed,12.0
AUD-018051,2024-02-19,Pune Plant,Maintenance,Tami Saunders,Process Audit,Calibration,Minor,In Progress,
AUD-018052,2025-01-18,Bangalore Plant,HR,Evan Chavez,Process Audit,Supplier Issue,Minor,Open,
AUD-018053,2023-11-26,Shanghai Plant,HR,Gregory Wu,ISO 9001 Audit,Calibration,Minor,In Progress,
AUD-018054,2025-09-15,Houston Plant,Warehouse,Lindsey Forbes,Safety Audit,Documentation,Major,In Progress,
AUD-018055,2025-02-07,Pune Plant,EHS,Jeffrey Lee,Process Audit,Training,Minor,Closed,11.0
AUD-018056,2025-03-25,Houston Plant,Manufacturing,Ronald Yates,Process Audit,Supplier Issue,Minor,Closed,8.0
AUD-018057,2023-06-08,Monterrey Plant,Warehouse,Ryan Harris,Process Audit,Calibration,Minor,Closed,4.0
AUD-018058,2024-07-17,Pune Plant,Supply Chain,Crystal Rodriguez,Internal Audit,Supplier Issue,Major,Closed,23.0
AUD-018059,2023-12-23,Shanghai Plant,Supply Chain,James Brown,Process Audit,Documentation,Major,Closed,22.0
AUD-018060,2025-08-20,Juarez Plant,Warehouse,Scott Franklin,Process Audit,Equipment Issue,Minor,Closed,13.0
AUD-018061,2023-07-01,Suzhou Plant,Quality,Daniel Smith,Process Audit,Documentation,Major,Closed,27.0
AUD-018062,2024-06-17,Monterrey Plant,EHS,Paul Ryan,ISO 9001 Audit,Process Deviation,Minor,Closed,15.0
AUD-018063,2023-03-08,Monterrey Plant,Manufacturing,Claire Allen,Process Audit,Process Deviation,Critical,Closed,63.0
AUD-018064,2024-02-19,Monterrey Plant,Warehouse,Jamie Watts,Safety Audit,Documentation,Minor,Closed,8.0
AUD-018065,2023-07-11,Shanghai Plant,Supply Chain,Kathleen Woods,Process Audit,Calibration,Major,Closed,9.0
AUD-018066,2025-02-25,Bangalore Plant,Engineering,Lindsey Foster,Safety Audit,Process Deviation,Major,In Progress,
AUD-018067,2024-03-02,Houston Plant,EHS,Gabriel Thomas MD,ISO 9001 Audit,Supplier Issue,Major,In Progress,
AUD-018068,2023-04-20,Shanghai Plant,Quality,Elizabeth Jackson,ISO 9001 Audit,Training,Major,Closed,37.0
AUD-018069,2023-06-22,Juarez Plant,Quality,Leslie Ballard,Supplier Audit,Equipment Issue,Minor,Closed,14.0
AUD-018070,2024-02-27,Shanghai Plant,Manufacturing,Lisa Hubbard,Internal Audit,Calibration,Critical,In Progress,
AUD-018071,2025-05-08,Shanghai Plant,Engineering,Christina Browning,Safety Audit,Documentation,Minor,Closed,5.0
AUD-018072,2025-03-26,Shanghai Plant,HR,Sheri Myers,Supplier Audit,Documentation,Major,In Progress,
AUD-018073,2024-05-26,Monterrey Plant,HR,Richard Giles,Supplier Audit,Process Deviation,Minor,In Progress,
AUD-018074,2023-01-28,Suzhou Plant,Supply Chain,Marc Stokes,Safety Audit,Documentation,Minor,In Progress,
AUD-018075,2023-01-03,Frankfurt Plant,Engineering,James Mcbride,Safety Audit,Equipment Issue,Minor,In Progress,
AUD-018076,2025-02-13,Pune Plant,HR,Donna Bush,Internal Audit,Calibration,Minor,Closed,15.0
AUD-018077,2023-09-29,Suzhou Plant,Supply Chain,Ronald Gibson,Safety Audit,Training,Minor,Closed,11.0
AUD-018078,2023-07-18,Juarez Plant,Maintenance,Joseph Morrison,Safety Audit,Training,Minor,Closed,10.0
AUD-018079,2023-01-26,Suzhou Plant,Warehouse,Brooke Ortiz,Safety Audit,Training,Major,Closed,39.0
AUD-018080,2023-07-11,Suzhou Plant,Engineering,Brandon Reynolds,Process Audit,Documentation,Minor,Closed,14.0
AUD-018081,2025-05-10,Juarez Plant,Warehouse,Jennifer Gonzales,Process Audit,Training,Major,Closed,30.0
AUD-018082,2023-11-06,Suzhou Plant,Engineering,Charles Miles,Process Audit,Calibration,Minor,Closed,11.0
AUD-018083,2024-06-11,Juarez Plant,EHS,Marie Sloan,Safety Audit,Process Deviation,Critical,Closed,54.0
AUD-018084,2023-07-02,Monterrey Plant,Maintenance,Leah Shepherd MD,Internal Audit,Supplier Issue,Minor,In Progress,
AUD-018085,2024-10-19,Houston Plant,EHS,Dr. Alexander Ramirez,Supplier Audit,Equipment Issue,Minor,Closed,8.0
AUD-018086,2024-08-16,Shanghai Plant,Engineering,Danny Haley,Safety Audit,Calibration,Minor,Closed,9.0
AUD-018087,2025-06-24,Frankfurt Plant,HR,Jasmine Glover,Supplier Audit,Documentation,Minor,Closed,6.0
AUD-018088,2025-10-15,Bangalore Plant,Supply Chain,Brian Graham,Safety Audit,Process Deviation,Minor,Closed,8.0
AUD-018089,2023-04-01,Monterrey Plant,Maintenance,Chris Li,Supplier Audit,Equipment Issue,Minor,Closed,8.0
AUD-018090,2024-01-24,Bangalore Plant,Maintenance,Jason Whitehead,Process Audit,Documentation,Major,Closed,19.0
AUD-018091,2023-07-09,Pune Plant,Warehouse,Connie Johnson,Process Audit,Documentation,Minor,Open,
AUD-018092,2023-03-28,Juarez Plant,HR,Joseph Fry,Supplier Audit,Supplier Issue,Minor,Closed,10.0
AUD-018093,2024-08-30,Bangalore Plant,Maintenance,Daniel Wise,Process Audit,Equipment Issue,Major,Closed,22.0
AUD-018094,2024-09-30,Monterrey Plant,Warehouse,Lauren Jones,Supplier Audit,Supplier Issue,Minor,Closed,11.0
AUD-018095,2025-03-30,Suzhou Plant,Engineering,Nicole Beck,Internal Audit,Documentation,Minor,Closed,4.0
AUD-018096,2024-01-30,Frankfurt Plant,EHS,Jason Howell,ISO 9001 Audit,Process Deviation,Minor,Closed,9.0
AUD-018097,2023-07-23,Monterrey Plant,Warehouse,Jonathan Chavez,Supplier Audit,Calibration,Major,Closed,26.0
AUD-018098,2024-12-17,Juarez Plant,HR,Ashley Cruz,Process Audit,Supplier Issue,Critical,Closed,40.0
AUD-018099,2023-01-08,Shanghai Plant,HR,Walter Berry,Process Audit,Training,Critical,Closed,42.0
AUD-018100,2024-12-31,Juarez Plant,Maintenance,Daniel Singh,Internal Audit,Process Deviation,Major,In Progress,
AUD-018101,2024-05-06,Houston Plant,Maintenance,Anthony Kirk,Safety Audit,Supplier Issue,Minor,Closed,4.0
AUD-018102,2025-11-27,Pune Plant,Quality,Marcia Ford,Safety Audit,Documentation,Minor,In Progress,
AUD-018103,2025-01-25,Houston Plant,Supply Chain,Richard Jenkins,Internal Audit,Calibration,Minor,Open,
AUD-018104,2024-02-28,Houston Plant,HR,Willie Johnson,Supplier Audit,Documentation,Minor,Open,
AUD-018105,2024-08-12,Bangalore Plant,HR,Luis Green,Process Audit,Supplier Issue,Major,Closed,28.0
AUD-018106,2025-06-03,Pune Plant,HR,Pamela Vargas,ISO 9001 Audit,Training,Minor,Closed,12.0
AUD-018107,2025-09-14,Pune Plant,Warehouse,Sarah Ross,Process Audit,Supplier Issue,Minor,Closed,11.0
AUD-018108,2024-03-30,Suzhou Plant,Manufacturing,Sarah Garcia DVM,Supplier Audit,Training,Minor,Closed,13.0
AUD-018109,2024-05-18,Monterrey Plant,Quality,Susan Park,Safety Audit,Training,Minor,Closed,10.0
AUD-018110,2025-01-29,Shanghai Plant,Engineering,Amanda Wallace,Process Audit,Documentation,Major,Closed,29.0
AUD-018111,2024-05-21,Suzhou Plant,Quality,Brandi Long,Supplier Audit,Documentation,Major,Open,
AUD-018112,2025-12-29,Monterrey Plant,Manufacturing,Janet Holland DVM,Internal Audit,Documentation,Major,Closed,26.0
AUD-018113,2023-09-06,Pune Plant,Maintenance,Katherine Carey,Safety Audit,Equipment Issue,Minor,Closed,12.0
AUD-018114,2024-10-09,Juarez Plant,Warehouse,James Hall,Safety Audit,Equipment Issue,Critical,In Progress,
AUD-018115,2023-02-22,Juarez Plant,Warehouse,John Powell,Safety Audit,Documentation,Major,Open,
AUD-018116,2023-11-19,Pune Plant,Engineering,Robert Ward,Process Audit,Equipment Issue,Minor,In Progress,
AUD-018117,2025-03-10,Shanghai Plant,Engineering,Adam Hansen,Internal Audit,Calibration,Major,Closed,11.0
AUD-018118,2024-04-09,Suzhou Plant,Maintenance,Craig Dixon,ISO 9001 Audit,Calibration,Minor,Open,
AUD-018119,2025-01-02,Houston Plant,Engineering,Laura Davis,Process Audit,Training,Critical,Closed,30.0
AUD-018120,2025-10-03,Suzhou Plant,Quality,Thomas Leon,Process Audit,Process Deviation,Critical,Closed,69.0
AUD-018121,2025-10-05,Houston Plant,Manufacturing,April Duke,Supplier Audit,Process Deviation,Minor,Closed,1.0
AUD-018122,2025-03-08,Pune Plant,Engineering,Linda Galloway,Safety Audit,Equipment Issue,Minor,Closed,9.0
AUD-018123,2025-04-27,Bangalore Plant,Maintenance,Mr. Kevin Shaw,Process Audit,Documentation,Minor,Closed,14.0
AUD-018124,2025-02-26,Houston Plant,EHS,Melanie Martinez,Process Audit,Training,Critical,Closed,43.0
AUD-018125,2023-06-16,Houston Plant,HR,Jacqueline Mccarthy,Supplier Audit,Calibration,Minor,Closed,8.0
AUD-018126,2025-09-13,Houston Plant,Manufacturing,Dean Clay,Safety Audit,Calibration,Minor,Closed,10.0
AUD-018127,2023-10-03,Shanghai Plant,Manufacturing,April Zamora,ISO 9001 Audit,Training,Minor,Closed,8.0
AUD-018128,2024-11-07,Pune Plant,EHS,Brianna Bullock,Process Audit,Process Deviation,Major,Closed,25.0
AUD-018129,2023-01-26,Houston Plant,HR,Eric Randall,Safety Audit,Process Deviation,Major,Closed,19.0
AUD-018130,2025-10-21,Juarez Plant,EHS,William Gutierrez,Process Audit,Training,Minor,Closed,13.0
AUD-018131,2025-01-03,Juarez Plant,Quality,Michael Howard,Supplier Audit,Process Deviation,Major,Closed,37.0
AUD-018132,2025-06-06,Shanghai Plant,Maintenance,Jason White,ISO 9001 Audit,Equipment Issue,Minor,Closed,9.0
AUD-018133,2023-02-11,Houston Plant,HR,William Olsen,ISO 9001 Audit,Documentation,Critical,Open,
AUD-018134,2024-08-19,Pune Plant,HR,Daniel Burnett,Process Audit,Documentation,Critical,In Progress,
AUD-018135,2025-07-01,Juarez Plant,Maintenance,Paul Thompson,Safety Audit,Calibration,Minor,Closed,5.0
AUD-018136,2024-08-30,Houston Plant,Manufacturing,Miss Kelly Johnson,Internal Audit,Training,Minor,Closed,8.0
AUD-018137,2024-05-15,Shanghai Plant,Warehouse,Bailey Schroeder,Internal Audit,Equipment Issue,Major,Open,
AUD-018138,2024-08-31,Pune Plant,Warehouse,Angela Sullivan,Process Audit,Training,Major,Open,
AUD-018139,2025-11-01,Frankfurt Plant,Warehouse,Justin West,Safety Audit,Calibration,Major,Closed,23.0
AUD-018140,2025-03-16,Shanghai Plant,Maintenance,Elizabeth Wallace,Safety Audit,Equipment Issue,Minor,Closed,11.0
AUD-018141,2024-11-03,Shanghai Plant,EHS,Laura Friedman,Internal Audit,Training,Minor,Closed,6.0
AUD-018142,2023-09-11,Monterrey Plant,Engineering,Meghan Frazier,ISO 9001 Audit,Process Deviation,Minor,In Progress,
AUD-018143,2023-09-27,Shanghai Plant,Supply Chain,Allison Burnett,Process Audit,Equipment Issue,Minor,In Progress,
AUD-018144,2024-10-22,Frankfurt Plant,EHS,John Williams,ISO 9001 Audit,Supplier Issue,Minor,Open,
AUD-018145,2025-03-18,Houston Plant,Warehouse,Jessica Charles,Internal Audit,Calibration,Minor,In Progress,
AUD-018146,2025-10-24,Shanghai Plant,Manufacturing,Garrett Thomas,Supplier Audit,Process Deviation,Critical,Closed,32.0
AUD-018147,2025-09-11,Pune Plant,Manufacturing,Julia Wheeler,Internal Audit,Process Deviation,Minor,Closed,11.0
AUD-018148,2023-03-20,Bangalore Plant,Engineering,John Mason,Process Audit,Process Deviation,Critical,Closed,59.0
AUD-018149,2025-08-19,Shanghai Plant,Warehouse,Angela Jordan,Supplier Audit,Supplier Issue,Critical,Closed,35.0
AUD-018150,2025-11-19,Juarez Plant,Maintenance,Katherine Hobbs,ISO 9001 Audit,Documentation,Minor,In Progress,
AUD-018151,2023-03-23,Suzhou Plant,Supply Chain,Tony Johnson,Supplier Audit,Training,Minor,Closed,5.0
AUD-018152,2024-04-16,Suzhou Plant,EHS,Jerome Ruiz,Process Audit,Supplier Issue,Minor,Closed,21.0
AUD-018153,2024-09-01,Frankfurt Plant,Supply Chain,Todd Williams,ISO 9001 Audit,Process Deviation,Minor,Closed,12.0
AUD-018154,2024-12-13,Shanghai Plant,Warehouse,Adam Wong,Supplier Audit,Process Deviation,Minor,Closed,9.0
AUD-018155,2023-06-18,Bangalore Plant,EHS,Michael Parker,Supplier Audit,Training,Minor,Closed,13.0
AUD-018156,2025-01-20,Bangalore Plant,Quality,Jorge Taylor,Safety Audit,Process Deviation,Minor,In Progress,
AUD-018157,2023-08-18,Monterrey Plant,HR,Christopher Johnson,Internal Audit,Calibration,Minor,Closed,9.0
AUD-018158,2023-11-19,Monterrey Plant,Warehouse,Christopher Green,Internal Audit,Equipment Issue,Minor,In Progress,
AUD-018159,2024-08-30,Suzhou Plant,EHS,Michael Lopez,Process Audit,Equipment Issue,Minor,Closed,13.0
AUD-018160,2023-11-05,Juarez Plant,HR,Brittany Khan,Internal Audit,Documentation,Major,Closed,26.0
AUD-018161,2024-04-22,Suzhou Plant,Warehouse,Isaac Cooke,Process Audit,Process Deviation,Major,In Progress,
AUD-018162,2024-01-20,Pune Plant,Quality,Allison King,Process Audit,Calibration,Minor,In Progress,
AUD-018163,2023-03-21,Monterrey Plant,Quality,Collin Cobb,Safety Audit,Process Deviation,Minor,In Progress,
AUD-018164,2025-01-06,Pune Plant,Maintenance,Gregory Murphy,ISO 9001 Audit,Equipment Issue,Minor,Closed,10.0
AUD-018165,2024-12-15,Houston Plant,Engineering,Jeremy Price,Internal Audit,Supplier Issue,Major,In Progress,
AUD-018166,2024-10-11,Pune Plant,Quality,Louis Robinson,Supplier Audit,Training,Minor,Closed,9.0
AUD-018167,2023-09-09,Frankfurt Plant,Maintenance,Lance Morris,Supplier Audit,Equipment Issue,Minor,Closed,4.0
AUD-018168,2025-02-04,Bangalore Plant,Manufacturing,Mary Thompson,ISO 9001 Audit,Supplier Issue,Minor,Closed,16.0
AUD-018169,2024-05-26,Monterrey Plant,Warehouse,Timothy Lamb,Internal Audit,Training,Major,Closed,16.0
AUD-018170,2025-07-12,Pune Plant,HR,William Hernandez,Process Audit,Equipment Issue,Minor,Closed,5.0
AUD-018171,2025-07-02,Juarez Plant,HR,Mary Lee,ISO 9001 Audit,Calibration,Minor,Closed,9.0
AUD-018172,2024-01-04,Pune Plant,Warehouse,Donna Gonzalez,ISO 9001 Audit,Process Deviation,Minor,Closed,6.0
AUD-018173,2025-02-10,Frankfurt Plant,Quality,Brian Young,Supplier Audit,Documentation,Major,Closed,24.0
AUD-018174,2025-01-05,Frankfurt Plant,Warehouse,Jonathan Diaz,Internal Audit,Documentation,Minor,Open,
AUD-018175,2025-07-01,Houston Plant,HR,Lisa Chavez,Supplier Audit,Documentation,Major,Closed,31.0
AUD-018176,2024-02-22,Frankfurt Plant,HR,Lauren Bolton,Safety Audit,Equipment Issue,Major,Closed,33.0
AUD-018177,2023-08-25,Juarez Plant,Supply Chain,Kenneth Harmon,ISO 9001 Audit,Supplier Issue,Minor,Closed,12.0
AUD-018178,2024-07-14,Monterrey Plant,Quality,Keith Walker,Supplier Audit,Equipment Issue,Minor,In Progress,
AUD-018179,2024-08-14,Suzhou Plant,Quality,Andrea Scott,Safety Audit,Documentation,Minor,Closed,8.0
AUD-018180,2023-08-07,Frankfurt Plant,Maintenance,Kathleen Sandoval,Supplier Audit,Supplier Issue,Minor,Closed,10.0
AUD-018181,2025-02-06,Pune Plant,HR,Jay Coleman,Process Audit,Process Deviation,Minor,Closed,11.0
AUD-018182,2023-12-21,Houston Plant,Supply Chain,Amy Horne,Process Audit,Training,Minor,Closed,3.0
AUD-018183,2024-02-13,Monterrey Plant,EHS,Stephanie Owens,Safety Audit,Process Deviation,Minor,In Progress,
AUD-018184,2025-07-01,Shanghai Plant,Maintenance,Timothy Lopez,ISO 9001 Audit,Training,Major,In Progress,
AUD-018185,2023-04-21,Houston Plant,Manufacturing,Matthew Murray,Safety Audit,Supplier Issue,Minor,Closed,11.0
AUD-018186,2024-11-15,Frankfurt Plant,Warehouse,Lisa Johnson,Internal Audit,Training,Major,In Progress,
AUD-018187,2023-05-28,Suzhou Plant,Manufacturing,Michael Paul,Safety Audit,Equipment Issue,Minor,Closed,4.0
AUD-018188,2025-10-20,Houston Plant,HR,Nathan Hunter,ISO 9001 Audit,Training,Major,Closed,42.0
AUD-018189,2023-05-29,Suzhou Plant,Maintenance,Glenda Cross,Safety Audit,Supplier Issue,Major,In Progress,
AUD-018190,2025-12-16,Bangalore Plant,Maintenance,Christopher Hood,Supplier Audit,Training,Minor,Closed,8.0
AUD-018191,2023-11-11,Pune Plant,Quality,Trevor Hall,Supplier Audit,Training,Minor,Closed,9.0
AUD-018192,2023-11-11,Monterrey Plant,Maintenance,Julia Gill,ISO 9001 Audit,Supplier Issue,Major,Closed,18.0
AUD-018193,2024-06-10,Bangalore Plant,Manufacturing,David Palmer PhD,Internal Audit,Calibration,Minor,Closed,7.0
AUD-018194,2023-04-24,Houston Plant,Quality,Brandon Contreras,Process Audit,Process Deviation,Major,In Progress,
AUD-018195,2023-10-31,Shanghai Plant,Supply Chain,Carmen Velez,ISO 9001 Audit,Training,Minor,Closed,17.0
AUD-018196,2025-12-21,Bangalore Plant,Engineering,Jennifer Jennings,ISO 9001 Audit,Supplier Issue,Critical,Open,
AUD-018197,2024-07-02,Juarez Plant,Supply Chain,Stacie Reid,Internal Audit,Calibration,Critical,Closed,59.0
AUD-018198,2023-07-23,Juarez Plant,HR,Adam Baker,Internal Audit,Calibration,Major,In Progress,
AUD-018199,2024-03-26,Pune Plant,EHS,Daniel Thomas,Supplier Audit,Process Deviation,Minor,Closed,4.0
AUD-018200,2024-02-13,Bangalore Plant,HR,Steven Horton,Safety Audit,Training,Minor,Closed,15.0
AUD-018201,2024-04-20,Pune Plant,Quality,Veronica Diaz,Supplier Audit,Equipment Issue,Minor,Closed,14.0
AUD-018202,2025-12-12,Juarez Plant,Maintenance,Michael Benson,Safety Audit,Supplier Issue,Minor,Closed,9.0
AUD-018203,2025-01-04,Bangalore Plant,Warehouse,Debbie Tucker,ISO 9001 Audit,Documentation,Minor,Closed,11.0
AUD-018204,2025-12-26,Juarez Plant,Manufacturing,Daryl Trevino,Process Audit,Calibration,Major,Closed,24.0
AUD-018205,2025-06-10,Juarez Plant,Maintenance,Amy Mitchell,Supplier Audit,Process Deviation,Major,Closed,42.0
AUD-018206,2024-01-16,Monterrey Plant,HR,Jennifer Edwards,Process Audit,Documentation,Minor,Open,
AUD-018207,2023-08-05,Juarez Plant,Engineering,Colleen Miles,ISO 9001 Audit,Supplier Issue,Minor,Closed,7.0
AUD-018208,2024-10-25,Suzhou Plant,HR,Mark Rodriguez,Supplier Audit,Process Deviation,Minor,In Progress,
AUD-018209,2023-11-05,Juarez Plant,Manufacturing,Andrea Hickman,Safety Audit,Supplier Issue,Minor,Closed,10.0
AUD-018210,2023-02-10,Juarez Plant,Engineering,Cassandra Perez,Safety Audit,Documentation,Major,In Progress,
AUD-018211,2024-08-20,Pune Plant,Quality,Kevin Armstrong,Safety Audit,Process Deviation,Minor,Closed,8.0
AUD-018212,2025-07-30,Pune Plant,Warehouse,William Patrick,Safety Audit,Equipment Issue,Minor,Closed,4.0
AUD-018213,2025-10-23,Suzhou Plant,EHS,Wanda Ford,Internal Audit,Process Deviation,Minor,Closed,17.0
AUD-018214,2023-04-09,Juarez Plant,EHS,Garrett Joseph,Process Audit,Calibration,Minor,In Progress,
AUD-018215,2025-09-21,Bangalore Plant,HR,Amanda Cook,Safety Audit,Equipment Issue,Major,Closed,14.0
AUD-018216,2024-09-03,Frankfurt Plant,Engineering,William Martinez,Internal Audit,Calibration,Major,In Progress,
AUD-018217,2023-08-11,Houston Plant,HR,John Nelson,Supplier Audit,Equipment Issue,Critical,Closed,48.0
AUD-018218,2025-10-14,Juarez Plant,HR,Russell Henry,Internal Audit,Calibration,Minor,Closed,3.0
AUD-018219,2023-08-31,Suzhou Plant,HR,Bruce Hays,ISO 9001 Audit,Documentation,Minor,Closed,8.0
AUD-018220,2025-06-12,Pune Plant,HR,Cory Mckinney,Internal Audit,Calibration,Minor,In Progress,
AUD-018221,2024-06-24,Suzhou Plant,Supply Chain,Shannon Donovan,ISO 9001 Audit,Calibration,Minor,Open,
AUD-018222,2024-05-25,Houston Plant,EHS,Sandra Hebert,ISO 9001 Audit,Equipment Issue,Minor,Closed,11.0
AUD-018223,2023-12-22,Houston Plant,Manufacturing,Kristen Davidson,Internal Audit,Calibration,Major,Closed,17.0
AUD-018224,2024-01-13,Frankfurt Plant,Supply Chain,Bonnie Gordon,Process Audit,Process Deviation,Minor,In Progress,
AUD-018225,2025-08-02,Frankfurt Plant,Warehouse,Christian Jones,ISO 9001 Audit,Process Deviation,Minor,In Progress,
AUD-018226,2024-06-23,Monterrey Plant,Manufacturing,Shawn Johnson,Process Audit,Equipment Issue,Minor,Closed,12.0
AUD-018227,2025-09-28,Juarez Plant,Supply Chain,Rachel Williams,Supplier Audit,Supplier Issue,Minor,In Progress,
AUD-018228,2024-06-23,Suzhou Plant,Supply Chain,Kayla Bonilla,Internal Audit,Calibration,Minor,Closed,9.0
AUD-018229,2024-06-19,Pune Plant,Quality,Manuel Lee MD,Process Audit,Equipment Issue,Minor,In Progress,
AUD-018230,2025-06-13,Shanghai Plant,Warehouse,Chelsea Hill,ISO 9001 Audit,Calibration,Minor,Open,
AUD-018231,2025-10-08,Suzhou Plant,Manufacturing,Kenneth Mckenzie,Process Audit,Calibration,Minor,Closed,14.0
AUD-018232,2024-04-25,Juarez Plant,Supply Chain,Megan Forbes,ISO 9001 Audit,Equipment Issue,Major,Closed,36.0
AUD-018233,2024-01-20,Houston Plant,Quality,Gabriella Daniels,Process Audit,Process Deviation,Minor,Closed,7.0
AUD-018234,2023-08-02,Juarez Plant,Warehouse,Dr. Bryan Strong Jr.,Safety Audit,Process Deviation,Minor,In Progress,
AUD-018235,2025-06-14,Pune Plant,Quality,Kaitlyn Coleman,Safety Audit,Documentation,Major,In Progress,
AUD-018236,2025-12-25,Monterrey Plant,Supply Chain,Michelle Nichols,Safety Audit,Calibration,Minor,Closed,10.0
AUD-018237,2024-10-31,Suzhou Plant,Warehouse,Jason Johns,Safety Audit,Supplier Issue,Minor,Closed,10.0
AUD-018238,2023-05-03,Juarez Plant,HR,Vanessa Reese,Supplier Audit,Calibration,Minor,Closed,12.0
AUD-018239,2025-01-31,Juarez Plant,HR,Ryan Gay,Internal Audit,Supplier Issue,Major,Open,
AUD-018240,2024-05-07,Juarez Plant,Supply Chain,Lisa English,Internal Audit,Supplier Issue,Minor,Closed,10.0
AUD-018241,2023-10-19,Frankfurt Plant,Warehouse,Rachel Moore,Supplier Audit,Supplier Issue,Minor,Open,
AUD-018242,2024-06-10,Houston Plant,EHS,Andrew Morrow,ISO 9001 Audit,Documentation,Major,In Progress,
AUD-018243,2025-11-10,Suzhou Plant,Supply Chain,Christy Sanders,Internal Audit,Documentation,Major,In Progress,
AUD-018244,2025-04-10,Frankfurt Plant,Supply Chain,James Myers,ISO 9001 Audit,Process Deviation,Minor,Closed,10.0
AUD-018245,2024-03-05,Shanghai Plant,EHS,Melinda Austin,ISO 9001 Audit,Equipment Issue,Major,In Progress,
AUD-018246,2025-02-05,Frankfurt Plant,Manufacturing,Christine Jones,Internal Audit,Process Deviation,Minor,Open,
AUD-018247,2023-09-06,Pune Plant,HR,Sandra Lawson DDS,Process Audit,Training,Major,Closed,22.0
AUD-018248,2025-09-02,Pune Plant,Manufacturing,Kelly Smith,Supplier Audit,Process Deviation,Minor,Closed,10.0
AUD-018249,2025-04-08,Monterrey Plant,Maintenance,Daniel Soto,ISO 9001 Audit,Calibration,Minor,Closed,14.0
AUD-018250,2023-10-26,Pune Plant,Engineering,Christopher Hayes,Internal Audit,Documentation,Minor,Closed,12.0
AUD-018251,2025-08-09,Juarez Plant,HR,Michael Howard,Process Audit,Documentation,Major,Closed,31.0
AUD-018252,2023-09-19,Houston Plant,Manufacturing,Amanda Mason,ISO 9001 Audit,Supplier Issue,Minor,Closed,12.0
AUD-018253,2023-03-24,Pune Plant,Manufacturing,Joshua Blackwell,Safety Audit,Equipment Issue,Minor,Closed,9.0
AUD-018254,2024-03-29,Bangalore Plant,EHS,Savannah Sampson,Process Audit,Supplier Issue,Minor,Closed,11.0
AUD-018255,2025-08-06,Shanghai Plant,Engineering,Patricia Villarreal,ISO 9001 Audit,Documentation,Minor,Closed,6.0
AUD-018256,2025-04-14,Houston Plant,EHS,Anthony Allen,Supplier Audit,Equipment Issue,Major,Closed,36.0
AUD-018257,2025-08-01,Bangalore Plant,Engineering,Karen Rice,ISO 9001 Audit,Calibration,Minor,Closed,1.0
AUD-018258,2023-01-04,Juarez Plant,Manufacturing,Laura Roberts,Process Audit,Process Deviation,Major,Closed,24.0
AUD-018259,2025-07-21,Juarez Plant,Manufacturing,Kimberly Wu,ISO 9001 Audit,Documentation,Minor,Closed,13.0
AUD-018260,2025-03-08,Frankfurt Plant,Warehouse,Sarah Foster,Supplier Audit,Documentation,Minor,Closed,5.0
AUD-018261,2024-02-19,Suzhou Plant,Maintenance,James Avila,Supplier Audit,Training,Minor,Closed,11.0
AUD-018262,2025-03-06,Shanghai Plant,Manufacturing,Mark Carlson,Process Audit,Training,Minor,Closed,7.0
AUD-018263,2025-09-06,Monterrey Plant,EHS,Michael Anderson,Internal Audit,Calibration,Major,Closed,21.0
AUD-018264,2025-05-23,Bangalore Plant,HR,Kelsey Williamson,Internal Audit,Supplier Issue,Critical,Closed,59.0
AUD-018265,2025-05-06,Suzhou Plant,Maintenance,Aaron Wise,Safety Audit,Process Deviation,Major,Closed,26.0
AUD-018266,2024-12-08,Houston Plant,Quality,Cory Patel,Safety Audit,Documentation,Minor,In Progress,
AUD-018267,2025-10-23,Shanghai Plant,EHS,Sherry Rivera,Process Audit,Supplier Issue,Critical,Closed,12.0
AUD-018268,2025-03-29,Frankfurt Plant,Manufacturing,Wayne Robinson,Supplier Audit,Training,Minor,Closed,6.0
AUD-018269,2025-08-31,Suzhou Plant,HR,James Escobar,ISO 9001 Audit,Equipment Issue,Minor,Closed,13.0
AUD-018270,2023-12-19,Frankfurt Plant,Supply Chain,Gregory Elliott,Safety Audit,Supplier Issue,Major,Closed,28.0
AUD-018271,2024-10-12,Monterrey Plant,HR,Heather Fernandez,Supplier Audit,Equipment Issue,Minor,Closed,16.0
AUD-018272,2023-07-01,Pune Plant,Supply Chain,Richard Zuniga,Supplier Audit,Calibration,Minor,In Progress,
